都道府県名,団体名拠点名,〒,住所
山口県,長府子育て家庭支援センター「きらきらクラブ」,752-0944,下関市長府中六波町12-26 長府第二保育園
山口県,もみじこどもｃａｆｅ,752-0978,下関市長府侍町1-10-1
山口県,子育て支援センターひだまり,753-0054,山口市富田原町42-4
山口県,子育て支援センターゆりかご,753-0072,山口市大手町6-17
山口県,子育て支援センター大内ＫＯＵＲＩＮすくすく,753-0214,山口市大内御堀2814-1
山口県,すこやかキッズ,753-0221,山口市大内矢田北3-22-11
山口県,子育てセンター山口,753-0815,山口市維新公園5-10-1
山口県,子育て支援センターふれあい,753-0841,山口市吉田3050番地
山口県,地域子育て支援センターぐるんぱ,753-0861,山口市矢原887-6
山口県,子育て支援センターたんぽぽひろば,754-0031,山口市小郡新町2-5-1
山口県,あさひ元気子育て支援センター,754-0411,萩市明木2906
山口県,子育て支援センターさやま,754-0894,山口市佐山2793
山口県,子育て支援センターかがわ,754-0896,山口市江崎2712-1
山口県,子育て支援センターおひさまクラブ,754-1101,山口市秋穂東900-7
山口県,大海保育園つぼみクラブ,754-1101,山口市秋穂東978-1
山口県,山口市阿知須つどいの広場きらら,754-1277,山口市阿知須2735-1
山口県,キディハウス「にこにこ」2階,755-0024,宇部市野原1丁目5-6 かわかみ整形外科･小児科ｸﾘﾆｯｸ併設
山口県,大学院幼児園子育て支援センター,755-0025,宇部市野中4-8-8
山口県,神原保育園子育て支援センター,755-0033,宇部市琴芝町2-3-30
山口県,ぱんだ保育園子育て支援センター,755-0152,宇部市あすとぴあ7-1-1
山口県,子育てほっとサロン,755-0208,宇部市西宇部南4-5-25
山口県,藤山保育園子育て支援センター,755-0808,宇部市西平原2-9-15
山口県,ぴょんぴょんらんど,756-0000,山陽小野田市大字厚狭1031-1
山口県,元気子育て支援センターふれあい広場,756-0091,山陽小野田市日の出2-5-28
山口県,伸宏保育園元気子育て支援センター,756-0834,山陽小野田市港町7-43
山口県,宇部市子育てサークルくすのき,757-0216,宇部市船木365-1
山口県,萩市子育て支援センター,758-0033,萩市恵美須町102
山口県,萩市立児童館,758-0041,萩市江向552-2
山口県,川上元気子育て支援センター,758-0141,萩市川上4533-1
山口県,福川保育園,758-0212,萩市福井下4015
山口県,むつみ元気子育て支援センター,758-0304,萩市吉部上3170-1
山口県,紫福元気子育て支援センター,758-0501,萩市紫福3356
山口県,東割保育園子育て支援サークルすくすく,759-0204,宇部市妻崎開作246-5
山口県,田万川元気子育て支援センター,759-3113,萩市江崎522
山口県,須佐元気子育て支援センター,759-3411,萩市須佐5200-4
山口県,子育て支援センターほっとハウス～みどり～,759-3600,阿武郡阿武町大字奈古3066-2
山口県,きらきら保育園子育て支援センターきらきらぶれいす,759-5331,下関市豊北町神田2408
山口県,豊北子育て支援センター「ばんびクラブ」,759-5511,下関市豊北町滝部2992-1
山口県,川棚子育て支援センター「どらごんキッズ」,759-6301,下関市豊浦町川棚字寺田5281
山口県,黒井子育て支援センター「ふれんど」,759-6312,下関市豊浦町黒井2175-2(黒井幼稚園内)
徳島県,城西在宅育児家庭相談室,770-0012,徳島市北佐古二番町2-18
徳島県,助任保育園,770-0804,徳島市中吉野町1丁目65
徳島県,徳島市子育て安心ステーション,770-0834,徳島市元町1-24 ｱﾐｺﾋﾞﾙ5階
徳島県,商店街子育てほっとスペースすきっぷ,770－0834,徳島市元町1丁目24　アミコビル５Ｆ
徳島県,津田在宅育児家庭相談室,770-8002,徳島市津田町4丁目4-7
徳島県,松茂町地域子育て支援センター,771-0220,板野郡松茂町広島字三番越2-4
徳島県,あいずみ保育園地域子育て支援センター,771-1224,板野郡藍住町東中富字龍池傍示44-1
徳島県,藍住ひまわり保育園地域子育て支援センター,771-1271,板野郡藍住町勝瑞字西勝地285
徳島県,上板町子育て支援センター「さくらっこひろば」,771-1330,板野郡上板町西分字日吉前20-1
徳島県,土成子育て支援センター「わんぱく広場」,771-1507,阿波市土成町吉田字山の神23-1
徳島県,なかよし広場,771-2106,美馬市美馬町字中東原70-1
徳島県,地域子育て支援センター,771-3202,名西郡神山町阿野字広野154-1
徳島県,わんぱく広場(佐那河内保育所内）,771-4101,名東郡佐那河内村下字中河原13-1
徳島県,子育てサロン「こあら組」,771-4300,勝浦郡勝浦町大字三渓字川原28番地1
徳島県,地域子育て支援センター,771-4500,勝浦郡上勝町大字正木字平間179
徳島県,鳴門市地域子育て支援センター「うずしお保育園」,772-0002,鳴門市撫養町斎田字西発88-1
徳島県,NPO法人子育て応援団レインボー,772-0002,鳴門市撫養町斎田字浜端南125-1
徳島県,こまつしま健祥会保育園,773-0015,小松島市中田町字新開2-6
徳島県,花しんばり保育園,773-0022,小松島市大林町字鎌須38番地40番地の5
徳島県,あおぞらほいく,774-0045,阿南市宝田町荒井161-2
徳島県,牟岐町子育て支援センター「あそびの広場」,775-0000,海部郡牟岐町大字川長字市宇谷2-1
徳島県,三好市子育て支援センター,778-0004,三好市池田町ｼﾝﾏﾁ1474番地 三好市子育て支援課2F(旧池田児童館)
徳島県,板野町地域子育て支援センター,779-0106,板野郡板野町大寺岡ﾉ前20
徳島県,みんなのひろば（羽ノ浦さくら保育所）,779-1103,阿南市羽ﾉ浦町春日野1-85
徳島県,にこにこひろば（今津こどもセンター）,779-1114,阿南市那賀川町今津浦喜来65-1
徳島県,なかよしひろば（平島こどもセンター）,779-1235,阿南市那賀川町刈屋370-5
徳島県,ふれあいひろば（橘こどもセンター）,779-1631,阿南市橘町久保38-3
徳島県,ももほっぺ,779-2103,海部郡美波町西の地字東地97-5
徳島県,国府在宅育児家庭相談室,779-3125,徳島市国府町早渕池久保10
徳島県,さくら保育園にじぐみ,779-3226,名西郡石井町高川原字高川原1029-2
徳島県,（特非）こどもねっといしい 子育てサロン,779-3226,名西郡石井町高川原字高川原130-1(石井中学校西隣)
徳島県,吉野川市子育て支援センター「ちびっこドーム」,779-3303,吉野川市川島町桑村2421−1吉野川市川島こども園3階
徳島県,さくらんぼ広場,779-3633,美馬市脇町字拝原700番地1
徳島県,ひよこルーム,779-3633,美馬市脇町大字猪尻字西ﾉ久保30
徳島県,チビッコわんぱくひろば,779-4101,美馬郡つるぎ町貞光字西山148番地1
徳島県,子育てひろば「あんりーる」,779-4101,美馬郡つるぎ町貞光字町86番地1 町並み屋内公園
徳島県,おひさまランド,779-4404,美馬郡つるぎ町半田字田井487-2
徳島県,みのり乳児園,779-4701,三好郡東みよし町加茂1454-1
香川県,中野保育所 ,760-0008,高松市中野町27-9
香川県,高松保育園 ,760-0044,高松市御坊町2-2 
香川県,平安保育園 ,760-0077,高松市上福岡町894-4 
香川県,こぶし今里保育園 ,760-0078,高松市今里町1-7- 2
香川県,春日保育園 ,761-0101,高松市春日町1287-1
香川県,八栗保育所 ,761-0121,高松市牟礼町牟礼401 
香川県,はらこども園 ,761-0123,高松市牟礼町原570-1 
香川県,子育てひろば「おるごーる」 ,761-0130,高松市庵治町丸山156-36 
香川県,川添保育園 ,761-0313,高松市下田井町52 
香川県,西光寺保育所 ,761-0321,高松市前田西町167-1 
香川県,若葉保育園 ,761-0432,高松市亀田南町108-2 
香川県,すみれ保育園 ,761-0434,高松市十川東町556-1 
香川県,氷上保育所 ,761-0612,木田郡三木町氷上123 
香川県,砂入保育園 ,761-0701,木田郡三木町池戸2954-3 
香川県,さんさん保育園 ,761-1703,高松市香川町浅野834-1 
香川県,昭和認定こども園 ,761-2101,綾歌郡綾川町畑田2422-1 
香川県,富熊保育所 ,761-2408,丸亀市綾歌町富熊1226 
香川県,小豆島こどもセンター ,761-4302,小豆郡小豆島町蒲生甲1805-1 
香川県,わくわくランド ,761-4432,小豆郡小豆島町草壁本町395 
香川県,円座百華保育園,761-8044,高松市円座町1478-1
香川県,西春日保育所 ,761-8051,高松市西春日町1418-6 
香川県,花ノ宮保育園 ,761-8063,高松市花ﾉ宮町1丁目10-22 
香川県,太田西保育園 ,761-8073,高松市太田下町2025
香川県,カナン保育園 ,761-8078,高松市仏生山町甲745-2 
香川県,金花保育園 ,762-0021,坂出市西庄町638-1 
香川県,みどり保育園 ,762-0041,坂出市八幡町2-2- 17 
香川県,恵城保育園 ,763-0033,丸亀市中府町2-9- 21 
香川県,城辰保育所 ,763-0092,丸亀市川西町南746-1 
香川県,誠心保育園 ,763-0093,丸亀市郡家町3241-5 
香川県,ひつじヶ丘保育園 ,763-0095,丸亀市垂水町川原16-52 
香川県,多聞院保育所 ,764-0004,仲多度郡多度津町仲ﾉ町2-5 
香川県,豊原保育所 ,764-0027,仲多度郡多度津町道福寺581 
香川県,白方保育所 ,764-0037,仲多度郡多度津町西白方532-2 
香川県,カナン子育てプラザ21 ,765-0014,善通寺市生野本町2-16- 1 
香川県,南部保育所 ,765-0052,善通寺市大麻町1324-2 
香川県,吉原保育所 ,765-0061,善通寺市吉原町3173-1 
香川県,あかね保育園 ,766-0000,仲多度郡琴平町507-1 
香川県,長炭こども園 ,766-0017,仲多度郡まんのう町炭所西777 
香川県,高瀬中央保育所 ,767-0002,三豊市高瀬町新名797-1
香川県,高室保育園 ,768-0002,観音寺市高屋町12-1 
香川県,観音寺中部保育園 ,768-0012,観音寺市植田町1217-3 
香川県,観音寺ふたば保育園 ,768-0022,観音寺市本大町1483-4 
香川県,柞田保育所 ,768-0040,観音寺市柞田町丙1540 
香川県,愛和保育園 ,768-0051,観音寺市木之郷町203 
香川県,ピヨピヨカンパニー ,768-0103,三豊市山本町財田西375 
香川県,いずみこども園分園 ,769-0101,高松市国分寺町新居281-1 
香川県,みのり保育園 ,769-0103,高松市国分寺町福家甲1946-3 
香川県,みよし保育園 ,769-0105,高松市国分寺町柏原80 
香川県,わかくさ保育園 ,769-0200,綾歌郡宇多津町936-1 
香川県,げ・ん・き ,769-0208,綾歌郡宇多津町浜八番丁113-1 
香川県,仲南こども園 ,769-0314,仲多度郡まんのう町帆山744-18 
香川県,仁尾保育所 ,769-1407,三豊市仁尾町仁尾丁636-1 
香川県,葭池保育園 ,769-2101,さぬき市志度4212-1 
香川県,ひまわり保育園 ,769-2104,さぬき市鴨部1629 
香川県,たらちね保育園 ,769-2313,さぬき市造田野間田676-5 
香川県,石田保育園 ,769-2321,さぬき市寒川町石田東甲639-2 
愛媛県,松山認定こども園和泉地域子育て支援センター,790-0038,松山市和泉北1丁目20-18
愛媛県,のぞみ保育園地域子育て支援センター,790-0056,松山市土居田町569
愛媛県,えひめ乳児保育園地域子育て支援センター,790-0823,松山市清水町4丁目23
愛媛県,道後保育園地域子育て支援センター,790-0858,松山市道後姫塚123-1
愛媛県,松山認定こども園星岡地域子育て支援センター,790-0922,松山市星岡2丁目22-1
愛媛県,久米保育園地域子育て支援センター,790-0925,松山市鷹子町4-4
愛媛県,石井保育園地域子育て支援センター,790-0931,松山市西石井6丁目4-34
愛媛県,松山保育園地域子育て支援センター,790-0964,松山市中村3丁目5-29
愛媛県,平井保育園子育て支援センター「いないいないばあ」,791-0245,松山市南梅本町甲870-14
愛媛県,東温市地域子育て支援センター,791-0301,東温市南方262
愛媛県,中川さくら保育園｢さくらんぼ｣,791-0531,西条市丹原町来見甲1051
愛媛県,未来保育園地域子育て支援センター,791-1102,松山市来住町730-4
愛媛県,地域子育て支援センターHappyHouse,791-1201,上浮穴郡久万高原町久万1444-5
愛媛県,松前町地域子育て支援センター,791-3120,伊予郡松前町筒井710-1
愛媛県,内子町子育て支援センター,791-3310,喜多郡内子町城廻275-1
愛媛県,高木保育園（地域子育て支援センター）「レインボールーム」,791-8007,松山市高木町252
愛媛県,あさひ保育園地域子育て支援センターぽかぽか,791-8011,松山市吉藤2丁目7-1
愛媛県,味生保育園地域子育て支援センター,791-8031,松山市北斎院町759-1
愛媛県,ひよこ保育園地域子育て支援センター,791-8032,松山市南斎院町686-2
愛媛県,にこちゃんパーク,792-0000,新居浜市三恵多喜浜1-2-16
愛媛県,子育て広場キッズ・政枝,792-0032,新居浜市政枝町2丁目2-1
愛媛県,子育て広場ラトル,792-0802,新居浜市新須賀町2丁目10-7
愛媛県,朝日保育園地域子育て支援センター,792-0802,新居浜市新須賀町3丁目4-5
愛媛県,泉川保育園地域子育て支援センター,792-0828,新居浜市松原町11-15
愛媛県,飯岡保育園「おさなごゆめの城」,793-0010,西条市飯岡3240-2
愛媛県,神拝保育園「元気にこにこ堂」,793-0025,西条市栄町254番地1
愛媛県,西条保育所「ひだまり」,793-0041,西条市神拝甲324-2
愛媛県,ばりっこ広場,794-0043,今治市南宝来町1-9-8
愛媛県,山路白鳩つどいの広場,794-0072,今治市山路783-5
愛媛県,今治市社会福祉協議会子育て支援センターたまがわたまっこらんど,794-0102,今治市玉川町大野甲86-1
愛媛県,大洲保育所地域子育て支援センター,795-0012,大洲市大洲810-1
愛媛県,八幡浜市子育て支援センター,796-8008,八幡浜市栗野浦463-1
愛媛県,げんきっこ倶楽部,798-0023,宇和島市伊吹町馬場甲418-3
愛媛県,ひまわりルーム,798-0037,宇和島市丸穂町3丁目2-30
愛媛県,こばとルーム,798-0070,宇和島市神田川原新3-1
愛媛県,れんげルーム,798-0078,宇和島市祝森甲811
愛媛県,なつめルーム,798-0083,宇和島市夏目町1丁目12-12
愛媛県,鬼北町子育て支援センター「ゆめぽっけ」,798-1366,北宇和郡鬼北町東仲613-2
愛媛県,御荘子育て支援センター,798-4110,南宇和郡愛南町御荘平城2510-2
愛媛県,はまゆう乳幼児保育所地域子育て支援センター,798-4110,南宇和郡愛南町御荘平城5274
愛媛県,親子のくつろぎスペースにこにこルーム,799-0101,四国中央市川之江町1814-5
愛媛県,乳児保育所こども村子育て支援センター,799-0112,四国中央市金生町山田井107
愛媛県,宇和保育園地域子育て支援センター,799-0400,西予市宇和町下松葉177-1
愛媛県,みしま乳児保育園子育て支援センターひよこ,799-0422,四国中央市中之庄町542
愛媛県,小松東保育所「たんぽぽくらぶ」,799-1101,西条市小松町新屋敷甲3008
愛媛県,東予南保育所「らっこ・はうす」,799-1364,西条市石田397-1
愛媛県,おぉきくなぁれ,799-1502,今治市喜田村8丁目4番48号
愛媛県,志々満おひさまセンター,799-1522,今治市桜井6丁目2-1
愛媛県,カタリナ子育て支援広場ぽけっと,799-2431,松山市北条660 聖ｶﾀﾘﾅ大学内
愛媛県,粟井保育園地域子育て支援センター,799-2461,松山市鹿峰63-2
愛媛県,福角保育園地域子育て支援センター,799-2652,松山市福角町甲1258-2
愛媛県,伊予市子育て支援課子育て支援センター,799-3127,伊予市尼崎3-1 伊予市総合保健福祉ｾﾝﾀｰ内
愛媛県,大和保育所地域子育て支援センター,799-3441,大洲市長浜町下須戒8-2
高知県,地域子育て支援センター「あい」,780-8015,高知市百石町2-18-25(母子生活支援施設ちぐさ内)
高知県,地域子育て支援センター「いるかひろば」,780-8023,高知市六泉寺町22(港孕保育園内)
高知県,地域子育て支援センター「こあら」,780-8040,高知市神田1410-3(神田保育園内)
高知県,地域子育て支援センター「ぽけっとランド」,780-8052,高知市鴨部860-1(西部健康福祉ｾﾝﾀｰ内)
高知県,地域子育て支援センター「にこにこひろば」,780-8072,高知市曙町1-11-8(朝倉中央保育園内)
高知県,地域子育て支援センター「あそぼっと」,780-8082,高知市若草南町23-47(若葉保育園内)
高知県,地域子育て支援センター「たんぽぽ」,781-0011,高知市薊野北町2-7-5(あざみの保育園内)
高知県,地域子育て支援センター「うららかなかよし広場」,781-0314,高知市春野町南ヶ丘1-9-1(うららか保育園内)
高知県,土佐市子育て支援センター「なかよし広場」,781-1105,土佐市蓮池1331(蓮池保育園内)
高知県,土佐市子育て支援センター「とっとこ広場」,781-1161,土佐市宇佐町宇佐1133-1(宇佐保育園内)
高知県,越知町子育て支援センター,781-1301,高岡郡越知町越知甲1926(越知保育園内)
高知県,仁淀川町地域子育て支援センター,781-1501,吾川郡仁淀川町大崎158
高知県,いの町地域子育て支援センター「ぐりぐらひろば」,781-2100,吾川郡いの町1510-1(いの町総合健康ｾﾝﾀｰ内)
高知県,土佐町子育て支援センター,781-3401,土佐郡土佐町土居206(土佐町保健福祉ｾﾝﾀｰ内)
高知県,本山町子育て支援センター,781-3601,長岡郡本山町本山558-1(本山保育所内)
高知県,香美市子育てセンターびらふ,781-4212,香美市香北町美良布1085(美良布保育園内)
高知県,野市幼稚園子育て支援センター,781-5232,香南市野市町西野630
高知県,吉川みどり保育所子育て支援センター,781-5241,香南市吉川町吉原49-1
高知県,赤岡保育所子育て支援センター,781-5310,香南市赤岡町534-3
高知県,香我美おれんじ保育所子育て支援センター,781-5452,香南市香我美町下分711-2
高知県,夜須保育所子育て支援センター,781-5601,香南市夜須町坪井1577-1
高知県,地域子育て支援センター「くすくすひろっぱ」,781-8121,高知市葛島4丁目3-3(東部健康福祉ｾﾝﾀｰ内)
高知県,子育てセンターなかよし,782-0016,香美市土佐山田町山田1150-1(なかよし保育園内)
高知県,地域子育て支援センターキンダーガーデンおおしの,783-0004,南国市大埇甲2504(大篠保育園内)
高知県,地域子育て支援センターひよこルーム,783-0004,南国市大埇甲320(南国市保健福祉ｾﾝﾀｰ内)
高知県,にじいろセンター おこう,783-0044,南国市岡豊町八幡925-1
高知県,とおちどんぐりの森,783-0085,南国市十市2315-1
高知県,須崎市子育て支援センターはっぴいぽけっと,785-0031,須崎市山手町1-7(須崎市総合保健福祉ｾﾝﾀｰ)
高知県,四万十町窪川地域子育て支援センター,786-0012,高岡郡四万十町北琴平町826-1
高知県,四万十町大正地域子育て支援センター,786-0301,高岡郡四万十町大正388(認定こども園たのの)
高知県,四万十町十和地域子育て支援センター,786-0511,高岡郡四万十町昭和416-4(昭和保育所内)
高知県,四万十市地域子育て支援センターぽっぽ,787-0011,四万十市右山元町1丁目2-10
高知県,土佐清水市地域子育て支援センターどんぐりっこ,787-0320,土佐清水市清水854-140
高知県,三原村子育て支援センターまんま,787-0803,幡多郡三原村来栖野479番地(三原村保健ｾﾝﾀｰ内)
高知県,宿毛市地域子育て支援センター,788-0052,宿毛市和田2321
高知県,大月町子育て支援センター,788-0311,幡多郡大月町鉾土603番地
高知県,佐川町子育て支援センター「なかよしひろば」,789-1202,高岡郡佐川町乙2310番地(佐川町健康福祉ｾﾝﾀｰかわせみ内)
高知県,久礼保育所子育て支援室,789-1301,高岡郡中土佐町久礼6551-1
高知県,黒潮町地域子育て支援センター,789-1931,幡多郡黒潮町入野5695(大方中央保育所内)
福岡県,あけぼの保育園,800-0207,北九州市小倉南区沼緑町二丁目1番39号
福岡県,子育て支援センター,800-0314,京都郡苅田町幸町6-91
福岡県,白川保育園子育て広場星の子キッズ,800-0334,京都郡苅田町法正寺240 
福岡県,与原保育園,800-0341,京都郡苅田町下新津1598
福岡県,光沢寺保育園,802-0000,北九州市小倉北区緑ヶ丘一丁目8番14号
福岡県,子育てふれあい交流プラザ,802-0001,北九州市小倉北区浅野三丁目8番1号
福岡県,北方地域子育て支援拠点センター,802-0841,北九州市小倉南区北方三丁目50番2号
福岡県,八幡東区親子ふれあいルーム,805-0019,北九州市八幡東区中央一丁目2番4号
福岡県,八幡東さくら保育園,805-0067,北九州市八幡東区祇園一丁目5番1号
福岡県,子どもの館,806-0021,北九州市八幡西区黒崎三丁目15番3号
福岡県,水巻町子育て支援センター,807-0012,遠賀郡水巻町古賀二丁目4番17号
福岡県,子育て支援センター「ゆめらんど」 （水巻吉田保育園内）,807-0046,遠賀郡水巻町吉田西二丁目1番13号
福岡県,子育て支援センター「たんぽぽ」,807-0100,遠賀郡芦屋町緑ヶ丘3番23号
福岡県,聖愛保育園,807-1103,北九州市八幡西区香月西二丁目4番35号
福岡県,鞍手町総合福祉センター,807-1300,鞍手郡鞍手町大字新延414‐1
福岡県,若松コスモス保育園,808-0024,北九州市若松区浜町二丁目10番13号
福岡県,ハピネス中間,809-0018,中間市通谷1丁目36-10
福岡県,新宮町社会福祉センター,811-0119,糟屋郡新宮町緑ｹ浜4-3-1
福岡県,ふれあいこども館,811-1253,筑紫郡那珂川町仲2丁目5番2号
福岡県,南区ひばる子どもプラザ,811-1355,福岡市南区桧原2−36-15
福岡県,つくしんぼ,811-2100,糟屋郡須惠町大字上須恵1167番地3
福岡県,わかすぎの杜保育園,811-2100,糟屋郡須惠町大字上須恵1312番地
福岡県,宇美町子育て支援センターゆうゆう,811-2131,糟屋郡宇美町貴船2丁目28−1
福岡県,にじいろポケット,811-2200,糟屋郡志免町大字志免451番地1
福岡県,大川保育園,811-2300,糟屋郡粕屋町大字戸原3-1
福岡県,粕屋わかば保育所,811-2310,糟屋郡粕屋町花ヶ浦1-6-1
福岡県,ヴィラのぞみ愛児園,811-2316,糟屋郡粕屋町長者原西2-4-3
福岡県,やまばと児童館,811-2400,糟屋郡篠栗町大字篠栗4290-1
福岡県,たけのこ児童館,811-2400,糟屋郡篠栗町大字尾仲709-1
福岡県,すぎのこ児童館,811-2400,糟屋郡篠栗町大字和田486-1
福岡県,久山町子育て支援センター「木子里」,811-2500,糟屋郡久山町大字久原1701番地1
福岡県,つどいの広場でんでんむし,811-3116,古賀市庄205
福岡県,福津市子育て支援センター,811-3218,福津市手光南2-1-1
福岡県,子育て支援センター「ふらこっこ」,811-3437,宗像市久原180番地 ﾒｲﾄﾑ宗像(市民活動交流館)内
福岡県,こども未来館,811-4200,遠賀郡岡垣町大字高倉578番地1
福岡県,地域子育て支援広場「ぐっぴぃ」,811-4312,福岡県遠賀郡遠賀町遠賀川一丁目1番2号(遠賀町おんがみらいテラス内)
福岡県,早良区次郎丸中子どもプラザ,814-0165,福岡市早良区次郎丸6−3−1 市立次郎丸中学校内
福岡県,須玖児童センター,816-0863,春日市須玖南2-120
福岡県,子育て支援センターつつい,816-0931,大野城市筒井5丁目15-18
福岡県,親子サロンスマイル,816-0932,大野城市瓦田4丁目2-1
福岡県,ぽっかぽかひろば,816-0962,大野城市つつじｹ丘2丁目5-1
福岡県,筑紫野市地域子育て支援センター,818-0068,筑紫野市石崎1-1-2
福岡県,つどいの広場「つくしのこ」,818-0072,筑紫野市二日市中央5-10-1 1階
福岡県,ちくし・子育て支援センター,818-0100,太宰府市大字吉松44番地3
福岡県,たんぽぽクラブ,818-0102,太宰府市白川2番5号
福岡県,西区橋本子どもプラザ,819-0033,福岡市西区橋本2-27-2 木の葉ﾓｰﾙ橋本 2階
福岡県,子育て支援センターすくすく,819-1119,糸島市前原東二丁目1-25
福岡県,子育て支援センターにこにこ,819-1601,糸島市二丈深江1360
福岡県,庄内子育て支援センター,820-0101,飯塚市網分791-4
福岡県,鴨生保育所,820-0206,嘉麻市鴨生29-53
福岡県,恵大保育園,820-0301,嘉麻市牛隈1948-1
福岡県,小竹町子育て支援センター,820-1100,鞍手郡小竹町大字勝野2746番地の1
福岡県,明見保育園,821-0011,嘉麻市下山田469-12
福岡県,子育て支援センターたけんこ,822-0142,宮若市竹原5
福岡県,福智町立地域子育て支援センター,822-1212,田川郡福智町金田1271番地金田保健センター内
福岡県,香春町子育て支援センター,822-1400,田川郡香春町大字香春744番地
福岡県,子育て支援センターたんぽぽ,823-0011,宮若市宮田6-1
福岡県,子育てコアラ,824-0001,行橋市行事六丁目21番1号
福岡県,にこにこキッズ,824-0036,行橋市南泉二丁目18番40号
福岡県,すくすくキッズ,824-0048,行橋市宝山706番地
福岡県,行橋市子育て支援センター,824-0063,行橋市中津熊501
福岡県,チルコロ,824-0066,行橋市吉国574番地
福岡県,豊津子育て支援センター（祓郷保育所内）,824-0107,京都郡みやこ町田中241-4
福岡県,大任町子育て支援センター,824-0500,田川郡大任町大字大行事3090番地
福岡県,くるみ保育園,824-0600,田川郡添田町大字落合1082番地
福岡県,みやこ町勝山子育て支援センター,824-0822,京都郡みやこ町勝山黒田849番地 認定こども園太陽の森内
福岡県,田川市子育て支援センター,825-0002,田川市伊田2744-2
福岡県,川崎町子育て支援センター,827-0004,田川郡川崎町田原772-1
福岡県,子育て支援センター「たけのこ」,828-0053,豊前市千束78-2
福岡県,築城社会福祉センター,829-0100,築上郡築上町大字下別府73番地
福岡県,築上町児童館,829-0100,築上郡築上町大字湊1280番地1
福岡県,児童センター,830-0031,久留米市六ﾂ門町3-11
福岡県,江南子育て支援センター,830-0042,久留米市荘島町11-1
福岡県,荒木子育て支援センター,830-0063,久留米市荒木町荒木1484
福岡県,三潴子育て支援センター,830-0112,久留米市三潴町玉満1938 大塚保育園内
福岡県,城島子育て支援センター,830-0211,久留米市城島町楢津743-2
福岡県,大木町子育て支援センター,830-0416,三潴郡大木町八町牟田643-1
福岡県,北野子育て支援センター,830-1104,久留米市北野町大城121-1
福岡県,大刀洗町子育て支援センターちゃお,830-1200,三井郡大刀洗町三井郡大刀洗町大字冨多819
福岡県,正光乳児保育園,832-0031,柳川市椿原町45-15
福岡県,垂見保育園,832-0814,柳川市三橋町垂見980-1
福岡県,おひさまハウス,833-0047,筑後市若菜1144-3
福岡県,子育て支援総合施設やめっこ未来館 「みらい広場」,834-0047,八女市稲富499番地
福岡県,子育て支援センター「きらきら」,834-0085,八女市立花町北山2747番地5
福岡県,広川町子育て支援センター「ハグハグ」 （広川町町民交流センター内）,834-0100,八女郡広川町大字新代1965番地1
福岡県,子育て支援施設トゥインクル,834-0201,八女市星野村10775番地14
福岡県,子育て支援施設ピコロ,834-1216,八女市黒木町桑原207番地
福岡県,つどいの広場瀬高,835-0023,みやま市瀬高町小川5番地
福岡県,生い立つ保育園,838-0061,朝倉市菩提寺606-1
福岡県,三国が丘保育園,838-0103,小郡市三国が丘4丁目124番地2
福岡県,つどいの広場ぽかぽか,838-0106,小郡市三沢83番地1
福岡県,小郡市子育て支援拠点センター,838-0127,小郡市大崎828番地1
福岡県,味坂保育園,838-0133,小郡市八坂201番地
福岡県,子育て支援センター「あいあい」,838-0215,朝倉郡筑前町篠隈339-1
福岡県,子育て支援センター「たんぽぽ」,838-0816,朝倉郡筑前町新町450
福岡県,小石原保育園,838-1700,朝倉郡東峰村大字小石原542番地3
福岡県,善導寺子育て支援センター,839-0000,久留米市善道寺町飯田562
福岡県,あけの保育園,839-0251,柳川市大和町明野922
福岡県,白峯子育て支援センター,839-0813,久留米市山川市ﾉ上町3-33
福岡県,信愛つどいの広場,839-0851,久留米市御井町2278-1
福岡県,松粕子育て支援センター,839-0862,久留米市野中町690
福岡県,田主丸子育て支援センター,839-1232,久留米市田主丸町常盤1111-1
福岡県,うきは市地域子育て支援センター「こども交流室」,839-1321,うきは市吉井町347-1
福岡県,うきは地域子育て支援センター「遊林ランド」,839-1406,うきは市浮羽町高見679-2
福岡県,吉富町子育て支援センター,871-0000,築上郡吉富町大字広津641番地1
福岡県,上毛町子育て支援ｾﾝﾀｰ,871-0900,築上郡上毛町大字東下1512番地
佐賀県,たんぽぽ（巨勢保育園）,840-0008,佐賀市巨勢町牛島425-12
佐賀県,Kosodate Room ももたろう（城西保育園）,840-0034,佐賀市西与賀町厘外1421-3
佐賀県,こべっこ子育てワーク（小部保育園）,840-0053,佐賀市朝日町7-20
佐賀県,ふたば（春日保育園）,840-0201,佐賀市大和町尼寺1301
佐賀県,城東保育所子育て支援センター,840-0821,佐賀市東佐賀町4-20
佐賀県,佐賀市子育て支援センター「ゆめ・ぽけっと」,840-0826,佐賀市白山二丁目7番1号 ｴｽﾌﾟﾗｯﾂ2階
佐賀県,三根みどり保育園子育て支援センター,840-1106,みやき町市武1381-2
佐賀県,やよいが丘保育園子育て支援センター,841-0005,鳥栖市弥生が丘2-145
佐賀県,どんぐりセンター若楠（若楠療育園）,841-0005,鳥栖市弥生が丘2丁目134番地1
佐賀県,レインボー子育て支援センター きらら館,841-0014,鳥栖市桜町1222-1 九州ｱｶﾃﾞﾐｰ看護専門学校 敷地内
佐賀県,レインボー子育て支援センター オンリーワン,841-0039,鳥栖市本町3丁目1510-1ファイブテンビル203号
佐賀県,あいあい保育園子育て支援センタープラザあいあい,841-0066,鳥栖市儀徳町2213-13
